nama_sekolah,npsn,sekolah_id_enkrip
PKBM ARJA BUANA,P9985017,3CFDB826142CBC6B1F57                                                                                
PKBM MELATI,P2962152,6F0ECD468D0979141A32                                                                                
PKBM MUTIARA ILMU MAKASSAR,P9984824,2A071F1C5F8957355E21                                                                                
PKBM TURBO,P9956812,2772F5849BCBB0FE245D                                                                                
PKBM JR RERE,P9997495,12F23C818F6D3B5C59B9                                                                                
PKBM WIDYA AKSARA,P9952781,7577F94D19CC542552A5                                                                                
PKBM ANUGERAH JAYA,P2960832,22B9D85EAA1A2427F9FE                                                                                
PKBM PANCASILA,P2960829,AD16A0FF6BDDC7477158                                                                                
PKBM BINA INSAN KAMIL,P9956872,3A761884D53744F256D0                                                                                
PKBM BINTANG ILMU,P2962123,3C84CA6B9C6BDB60FDB6                                                                                
PKBM AZKIYA PARAKAN,P9997351,075962E224E697761AAF                                                                                
PKBM INSANIA,P9959822,0EA37E25CDF9706122B0                                                                                
PKBM MINA CENTER,P9996527,53513ADFD09A421F65FF                                                                                
PKBM AZ ZAHRA,P9926470,EDF54CABA0431D03261D                                                                                
PKBM BELIMBING,P2967058,A0A1ECEA3CCEC314BC3C                                                                                
PKBM JAMPANG MANGGUNG,P9926251,42057BBEE49A4A055065                                                                                
PKBM DARUS SA ADAH,P9984381,55190D009843617B6878                                                                                
PKBM KARYA BARU,P9984280,66EC951172CD648C3EE2                                                                                
PKBM AL-FIRDAUS,P9908874,E2EE71E2BE8C501FB2C3                                                                                
PKBM EXCELSIS DEO,P9996392,8C80963B1FE8E4602E3A                                                                                
PKBM SAREREA,P2966349,6E1C133069B6E451FF3E                                                                                
PKBM MIFTAHUL ULUM,P2962915,0EAA8968F173C6031986                                                                                
PKBM GELOK,P2967374,8F56B6C910C8D6975297                                                                                
PKBM NURUL IMAN,P2962885,0ED1D65577E99466D0F6                                                                                
PKBM ASSYURA,P2961278,68144AE6320A763C2087                                                                                
PKBM Anak Negeri,P9945720,AB06E148BBC38245B1C3                                                                                
PKBM GALANG TARUNA,P2964960,5D11125F7F43633FB01B                                                                                
PKBM BINTANG HARAPAN,P9952573,50A5E21513AEB60E9B5C                                                                                
PKBM. PELANGI,P9962791,26FAD3D9C5D6F0E1B03A                                                                                
PKBM DARUL ULUM,P9926545,6AFC2C61A005F38E24A2                                                                                
PKBM DATO` CANE,P9934673,328AC6DF30B93D9CD051                                                                                
PKBM NURANI WARGA,P9926353,C6047186DCE1B42F8AF8                                                                                
PKBM DIPONEGORO,P2964620,FB82B33389E58D05E003                                                                                
PKBM TUNAS SEMAKA,P9970275,D143C8E65A9B3AFBB194                                                                                
PKBM SAKURA AKBAR,P9952856,E68B07A31F72B62A945A                                                                                
PKBM MIFTAHUL ULUM,P2961157,846A475BA270C5834F23                                                                                
PKBM AN NAJWA,P9952882,77D97EE8FDD01F555035                                                                                
PKBM FIVTY GROUP,P2962418,6018001F4ED1EBE9C0D8                                                                                
PKBM BONTOMANAI,P2961378,A223A1A0BE1E6115DBC4                                                                                
PKBM AS-SALAFIYAH,P2962010,5EF1AA1FCD9A9D7BA952                                                                                
PKBM PERMATA BUANA,P9948584,0C43A7DEC9CCF3AAA1F4                                                                                
PKBM TUNAS KARYA,P9997061,BD41B89D6A696A5E297B                                                                                
PKBM MUTIARA BAGI BANGSA NUSANTARA,P2966574,89852B266681137C0994                                                                                
PKBM PETANI BERDASI,P9954370,D2F1D08C3C33C9B5DA85                                                                                
PKBM BIAS KELAS TUMBUH KEMBANG,P9980021,5CF622CF743BC4A34A9A                                                                                
PKBM AL-HIKMAH,P2962664,B182ADD58D7B3A474E84                                                                                
PKBM ROBIATUL ADAWIYAH,P2966298,720EB5027F6616DFF9A5                                                                                
PKBM DADI MARENDEN,P9996827,A97A6B4E95B9E51D3939                                                                                
PKBM AN NUR,P9908308,279BEC5BF388EE3E36A6                                                                                
PKBM OP. ERIYAKBAN,P2970216,1AF8BC309BE0F5308CD3                                                                                
PKBM MITRA SEJAHTERA,P9996943,353AE76983C0349BC53C                                                                                
PKBM KATIMPUN,P9908910,66FC215A4BC7DB093FF9                                                                                
PKBM CEMPAKA PUTIH,P2961124,473B06D95777F50B2B9E                                                                                
PKBM DUDA UTARA,P2967022,1B4163794089C0C873C8                                                                                
PKBM LOGVAL CENDEKIA,P9997264,FCE4003DCA87DB18B3E7                                                                                
PKBM SMART BANGUN NEGERI,P9970663,CA2E19D109BE3C530C78                                                                                
PKBM SULTAN AGUNG,P2967660,B5E3AD58FCA1FEFAE19E                                                                                
PKBM SOROMANDI,P2963377,363880B603CE1E5CAA4C                                                                                
PKBM MANDIRI INSANI,P9908235,7615D26AE5CD319D20CF                                                                                
PKBM MUTIARA BUNDA,P9945709,6E0C74F962A088A100E3                                                                                
PKBM KHAIRUL ANWAR,P9926421,413FF6FEFA6625D01158                                                                                
PKBM BINA MADYA,P2967211,650BC34F3AE392846E67                                                                                
PKBM Bina Insan Mandiri,P2965527,E98C4DD2C1636E390D5F                                                                                
PKBM A.RIDHA,P2966203,9A0E5D0741E2C346B48E                                                                                
PKBM SABITUL AZMI,P9996649,047CE867F24AFA1AF2AB                                                                                
PKBM HARAPAN BUNDA,P9997365,6CCF79FAE0F5EBE8DF13                                                                                
PKBM PELITA BANGSA KOTA BENGKULU,P9970322,D0BDF257ACF355CBD870                                                                                
PKBM PEDULI CIMAHI,P2965607,69E9C140DB1317FD5BAA                                                                                
PKBM KRATONAN,P9908644,279B874C56281C7764FB                                                                                
PKBM AR RIDHO,P9970422,67C2B7712F6A8F81C38C                                                                                
PKBM MELATI,P2970343,CA1A57BE06BB6E6944C3                                                                                
PKBM WONUA PINDARA,P9947976,6BA3B47F694410D24189                                                                                
PKBM PUSPA WIJAYA KUTAI KARTANEGARA TENGGARONG,P9908522,E150EEE037EC5FD204E2                                                                                
PKBM BAHTERA,P2961050,E26862803593D149A6F7                                                                                
PKBM EKA PUTRA,P9984728,BCEFD3AA30D7AD65BCED                                                                                
PKBM FAIDA CENDIKIA PERDANA,P9997330,6A0E7302DBB8356CC9A0                                                                                
PKBM MELATI,P9908901,147F41ECA5CDE1E393C2                                                                                
PKBM PERINTIS,P9934706,B1BE3FEA0CE112C9EA78                                                                                
PKBM MANDIRI,P9996514,D4330F33546AB1B184FA                                                                                
PKBM BINA BERSAMA,P9926341,CAF656CA3F6B08FEC3EC                                                                                
PKBM MAKIN MENDE,P9945813,5ED3FE61A56D9CC1E44A                                                                                
PKBM NURA AMALIA,P9952433,DEA904585BFC49109A1A                                                                                
PKBM GUMILANG,P2963092,28F6684AC7CEDDB45E8D                                                                                
PKBM BUSTANUL ATHFAL,P2963432,A73718303EF6C5327F2E                                                                                
PKBM Empat Putri,P9963023,A28D959D3F38AFD3C64D                                                                                
PKBM SUMBER ILMU,P2970109,688E73DC098DBD11EC53                                                                                
PKBM Arrasyid,P9996978,E90DD237E20B3B48F922                                                                                
PKBM BINA SEJAHTERA,P2965691,35C90780F2180CD322E9                                                                                
PKBM UMMI KULSUM,P2964179,F147731258D6C31372FC                                                                                
PKBM NURUL UYUN,P9934637,ACC8821619449AF8C0A3                                                                                
PKBM DINUL ALA,P9963135,482BD9118BF482030811                                                                                
PKBM YAPEM MADANI,P9947939,549F03B70F744FDD643D                                                                                
PKBM TUNAS BANGSA,P9984326,46F18F96124A2C1521DE                                                                                
PKBM BALA KESELAMATAN,P2961014,F2E1B15D2821F1CFE2BE                                                                                
PKBM NUSANTARA,P9926381,151E934020F4CE8C8039                                                                                
PKBM Warga Pedesaan,P2960602,41D4DABEBFBDFE159BB5                                                                                
PKBM WIYATA MANDIRI,P2960962,35F274FBCDD653E39FB3                                                                                
PKBM Demang Sakti,P9947898,6986C5EC3513B64AD8BE                                                                                
PKBM cahaya lembak,P2960390,F396B640542A78B44099                                                                                
PKBM Batara,P2964638,E8F52B55BB738FC79A00                                                                                
PKBM ARIF ALI RAHIM,P9997138,8EFA15A7876158E770D2                                                                                
PKBM Insan Mandiri,P2960578,E774D588B16E55DE6386                                                                                
PKBM WIDYA LESTARI,P9962798,F37127CEBC2C3D203BCC                                                                                
PKBM Kanum,P9956909,D9E6FB83992265108FE9                                                                                
PKBM PELANGI,P9962831,A239385DD935C50B439B                                                                                
PKBM LIMA SATU SEIRA,P9908843,CC3BDCDC3BA52E4EDAFB                                                                                
PKBM NGORAFRUAN,P9996755,C86D93A70EBDB97E5985                                                                                
PKBM ATTA AWUN,P9934739,5F5F2090B8167E49761E                                                                                
PKBM DHARMA ILMU,P9997030,E3C912D8EE4550571DE8                                                                                
PKBM NURUL RESKI,P9934783,ECE249247EB04221C41E                                                                                
PKBM AL HIKMAH,P2964153,8BE908B555A5036B3CCD                                                                                
PKBM MANDARA,P9908571,D9D1FA462A9005568A2E                                                                                
PKBM MAJU JAYA,P2970271,2887E4FAFB4F532BF534                                                                                
PKBM REMIS,P9970606,5EEE2901189F34AA4CDC                                                                                
PKBM Dadahup Brilliant School,P9997491,D951399245175D073E25                                                                                
PKBM SAPTA ARGA,P2963741,0BE334592FD3A5BBB256                                                                                
PKBM AL MUSTHOFA,P2966792,F0DBEB0BF35AF0E0DAFC                                                                                
PKBM SINAR ABADI,P9934335,DFDC89E0C89AE26ED923                                                                                
PKBM AMAL SHALEH,P9945789,5C0779C510C0F561124F                                                                                
PKBM EBHS,P9984274,F54CF88E10C5FB486A63                                                                                
PKBM KHOIRU UMMAH JAKARTA UTARA,P9984391,259F5EE916672AF47CFA                                                                                
PKBM KI HAJAR  DEWANTARA,P9970306,0FF1D8C9B3B7B8929DF8                                                                                
PKBM THE DREAM SCHOOL,P9984693,25FC509A875B67763228                                                                                
PKBM HS HAYAT SCHOOL,P9970624,C331A17B0DF76051BFBC                                                                                
PKBM FADHILLAH,P9970595,2B8B9E104A297AD1B862                                                                                
PKBM SAGO PERMAI,P9954304,7B0F8FBF98C5A2E03151                                                                                
PKBM PROSPEK,P2964267,1224B608251618FC6D61                                                                                
PKBM FIZAR,P2967171,1B4B64480B6063D6DE1E                                                                                
PKBM TUNAS MADANI,P9926361,434684DD03ED00FACC47                                                                                
PKBM SUAKA ,P2961341,16911F2BBDA1C70BEBE3                                                                                
PKBM ADIBA,P9997352,FF7A62B7B4233E90646C                                                                                
PKBM LAIKANG INSTITUT,P9997493,991FBAD16EAF76C6A36C                                                                                
PKBM MEKAR TANJUNG,P2966305,AF0D4150B654B50C85D7                                                                                
PKBM BANGUN KARSA,P9926448,40B63BD67E1F89CB5DFE                                                                                
PKBM Bukit Antik Melidi,P9959799,F53094D4706C3B61D57D                                                                                
PKBM LADANG CHELSEA ,P9952860,7859F80CA45E6C13520F                                                                                
PKBM SOLAFIDE KURULU,P9970285,A1A45C13579199D4E711                                                                                
PKBM FATHUL IMAN NW,P9997511,873B3508F1B56D1821A6                                                                                
PKBM CAHYO TIMUR,P9996559,464FBB56656433D10BBC                                                                                
PKBM MAWAR,P9908885,EF6F20DC35899D62E2D9                                                                                
PKBM ANAK WATAN,P9908836,FD20DC03A4870346B6A2                                                                                
PKBM NURUL JANNAH,P2964619,9EDB42A362547C193B31                                                                                
PKBM DIAN HARAPAN,P2966155,8031618C4DDB3563BD8C                                                                                
PKBM Al-Madani,P9947900,FE42FC1308E74BC2AC81                                                                                
PKBM MAKMUR,P9934372,564BD6F270B23335C26B                                                                                
PKBM Kobukdua,P9970140,717CA3FB9EED7CF40D14                                                                                
PKBM DEWANTORO,P2965314,A85544079517BE63F98E                                                                                
PKBM ALOKOJA SIA,P9997487,360E1CE68E5C224870E1                                                                                
PKBM PENA ,P9934906,E24530408C7FF8DDBF63                                                                                
PKBM Hikmah,P9934690,855F357833D2C96F33F9                                                                                
PKBM Pelita Ilmu,P2960658,33666D8186CB3B7C2D8D                                                                                
PKBM DARUL ILMI,P2961131,90599EC049A48E6E4C14                                                                                
PKBM AZHARI,P2963595,1DBF3A0E8BAA41F64CF5                                                                                
PKBM HARUM SARI,P9926483,1F34DDA6E89447DB6FB3                                                                                
PKBM MANDIRI UTAMA,P9962840,3B1ED00AE4543EF2A2D0                                                                                
PKBM PERMATA ANDALAN,P9908638,F05DCEA611107CE9ABC2                                                                                
PKBM KHINANTI,P9934544,AAD06212D4DA29E77C4E                                                                                
PKBM NURUL HUDA,P2961393,54676304A2FD9DC0A766                                                                                
PKBM DARUSSALAM GEMILANG,P9996409,29334474F7C8CD91B5C6                                                                                
PKBM NAWANGSARI,P9934759,ADF2AECEE77AE57BC1A7                                                                                
PKBM KARTIKA,P9948518,31DE626BF249D3B08ACE                                                                                
PKBM ANGGREK,P2963167,3D9E806902342F822214                                                                                
PKBM KARYA NUSA,P9926382,B79FEE89DB23D200E04C                                                                                
PKBM MAWADDAH,P2965461,916C8BD545E504A81090                                                                                
PKBM Teluk Pawate,P2963109,7872EC2828F95A991866                                                                                
PKBM DELIMA,P9926460,8EFF95CEC90BDEFB1E30                                                                                
PKBM NURUL MUSTHAFA AMBUNTEN,P9960043,833D816B69C00C75D9F2                                                                                
PKBM MAJU BERSAMA HANAU,P9984596,620041341478D8E48907                                                                                
PKBM Negeri 08 Tanjung Barat,P2966606,79854109EB4E5EDB6BC3                                                                                
PKBM MAJU JAYA,P2963897,74E68FDC9DDEFE3C2027                                                                                
PKBM GIRI MUKTI ,P2966389,E53745E283A356C7A3C5                                                                                
PKBM PAPUA SEJAHTERA,P2962861,687E76649A3AD8531745                                                                                
PKBM SAHABAT,P9996924,047D6A0F8FE1A869AEF0                                                                                
PKBM IMANUEL,P9970075,D739821F4AD62AC5F6D3                                                                                
PKBM KENZI,P9996506,E3CCC62F5E141C8E0F37                                                                                
PKBM PETINGGI TELOK,P9984527,8D2608261E1ABF426A03                                                                                
PKBM JETAYU,P2964648,0A30B589654394CA9174                                                                                
PKBM AZ ZAHRA,P2963596,E7CB050DE1BDE78A9889                                                                                
PKBM ARROHMAN,P9984598,4CF5E49F568DFA71BC50                                                                                
PKBM HARAPAN,P2963135,13D489FB2F3CDB3CAF56                                                                                
PKBM TUNAS MEKAR,P2962320,497635A50E2F150D0C21                                                                                
PKBM AL-FATAN ATHARRAZKA,P9997317,CEBB5624C01A2F0396CA                                                                                
PKBM TAMANSARI PERSADA,P2970294,BDBCA3F0B80B2EFEA01A                                                                                
PKBM MOSIPAKAPANDE,P9996436,106FF248539F6CDF21B7                                                                                
PKBM CAHAYA HARAPAN,P9996633,D65F04BEBCC5E901BC73                                                                                
PKBM NURI,P9962965,210FC236A3F436559555                                                                                
PKBM BERLIAN ,P9948309,87CF603276D973D43244                                                                                
PKBM CITRA GAMA,P2965793,543661C980F4F2A2E800                                                                                
PKBM AL HALIMI,P2961882,917688A9D778D32484C5                                                                                
PKBM BINA TUNAS BANGSA,P2966858,30D1C9C10E4689B7AC0C                                                                                
PKBM AL FARISI,P9984825,93E314DBD1F8E7875161                                                                                
PKBM AN NAJAH,P9984925,40EA26B525E00A101529                                                                                
PKBM TERESA,P9908550,C195515DE827DD2C48F0                                                                                
PKBM Ganesa,P2964921,2B0969CDFED06665271B                                                                                
PKBM SEKOLAH MURID MERDEKA,P9996802,AC9BE28633955985CF42                                                                                
PKBM BERDIKARI,P9908645,35A2BCBC7ACAE1F51E6B                                                                                
PKBM WONUA KOTUBITARA,P9959897,6D7ACF790DB360CDFCAE                                                                                
PKBM RIANDI,P9948446,8E0C84AF3027E174D2F5                                                                                
PKBM BANUA,P2961755,9FB76B82D889B9B97202                                                                                
PKBM YABUERUWOK,P9954287,860840B7DAE37ADB3FE0                                                                                
PKBM ANUGRAH SUKAMAJU,P2962474,5E721F6EA15A7FF9B002                                                                                
PKBM TOU TI MOU TOU,P2962857,796A15198214AAE1D984                                                                                
PKBM.KOFANA MANDIRI,P2968542,E2CE77BD70B620DE5003                                                                                
PKBM PKK DESA BALEFADOROTUHO,P9945668,34ABC7DCE52A22FF6795                                                                                
PKBM AMANAH SALAM,P9996984,6025F3B8C97ACEF72145                                                                                
PKBM SRIWIJAYA,P9948287,0BE6FFB8317DC08666C7                                                                                
PKBM RANGSANG IMOJOYO,P2961953,0D3DBC6F242D01CED310                                                                                
PKBM AL-HIKMAH,P9996400,957D94DE8FDDF1A3EAE1                                                                                
PKBM Tarbiyatul Ummah,P2960721,832C33C21F1477D63D2C                                                                                
PKBM TERATAI,P9908668,2C49CC5271D0B955A324                                                                                
PKBM AMBOYO,P2961223,19686E4A8634C7D478DE                                                                                
PKBM SEMOGA BERKAH,P9962704,A0BBE00E107AB42DA6C9                                                                                
PKBM PENATA KEHIDUPAN,P9962799,C2A91C27F01015984E60                                                                                
PKBM BAHUREKSO,P2960991,67A9355FFF75DD1763A5                                                                                
PKBM KARANG GEMILANG,P9908478,348DC540D2D186028085                                                                                
PKBM BINA SEJAHTERA,P2967974,E9062993C1C1A1CA0018                                                                                
PKBM MELATI,P2961795,5B5297BAB90BB0F82E23                                                                                
PKBM RAUDHATUL ULLUM,P9934469,3CAF8D99718088C66B4D                                                                                
PKBM WILANTARA,P9996371,A8603ED670E5107E6288                                                                                
PKBM BUMOGUK,P9997321,AFB3C97F502BD69F5ECB                                                                                
PKBM AZ-ZAHRA,P9908909,6B830FF7863C7A42AF90                                                                                
PKBM NURUL  AINUN,P2961490,6A2C8783135875DFF0A1                                                                                
PKBM ANUGRAH BANGSA (ANSA),P9934935,3B456642AA54EFF35029                                                                                
PKBM SUMBER ILMU,P9997066,81106EF9CF48A6801885                                                                                
PKBM MARGO MULYO,P9984488,BD7C153FEFCC255D531A                                                                                
PKBM Kanaba & Nayomi ,P9997190,DC3FD2465C09CAB38916                                                                                
PKBM TUNAS MANDIRI,P9996899,28EEC612ED0E15C814B8                                                                                
PKBM WIRATI ,P2962694,8AB3D4C4FB4BC537A68D                                                                                
PKBM CINTA WINAYA,P2963546,B2A764403C76140DC074                                                                                
PKBM SEHATI,P9968091,F41F9C0618EF08C430AF                                                                                
PKBM AL -  INSAN,P9984506,988ABD344ACA39CBBF37                                                                                
PKBM SINAR LENTERA,P2966360,219E4AF644FEB05118CB                                                                                
PKBM LALARMASE,P9908592,D5692F551032BE03A5D8                                                                                
PKBM BANGKIT,P2966097,0D84E4F2F28E3740D3B7                                                                                
PKBM CUT NYAK DHIEN,P9996837,66B1A959EC1E608F4AC8                                                                                
PKBM NUUR AHAD,P9984525,3E2B84FCDE96991FB592                                                                                
PKBM Miftahussaadah 2,P9996738,4E8216FFFE74C9F6F7B5                                                                                
PKBM AL-HIKMAH,P2963218,98F4BB2B9D2CD11B01D6                                                                                
PKBM KIRANA BESTARI,P9996711,25AD40148A5E03940A83                                                                                
PKBM DEWANTARA,P9970243,182C72EC21BEF76C78FD                                                                                
PKBM AISYIYAH 01,P9996930,5389450C2924B30067BD                                                                                
PKBM KARYA MANDIRI,P9952438,0CB1E21B5DC38994920B                                                                                
PKBM NURUL IMAN,P9954269,9F1FE3F27ED3DBAA6B62                                                                                
SOPPY JAYA,P9970690,5F686B9E1E97691A3039                                                                                
PKBM MADANI,P2968161,E28CAB1EBA5F3078AFFB                                                                                
PKBM AL-ADZKIYA,P9952437,112A07E68305C847F4F9                                                                                
PKBM KERTASEMAYA,P9984490,FC028FEE94D3B4B3B768                                                                                
PKBM MUDA SEDIA,P9908366,C89221B887CC31B4D102                                                                                
PKBM WIDYA DHARMA,P9952881,A5ABAC01DC5E4B9B3E29                                                                                
PKBM NURUL FALAH,P2960498,060CDD37FA762E180A6E                                                                                
PKBM FLAMBOYAN,P2963847,E9F30C294F93EF6FD80B                                                                                
PKBM DUA PUTRA,P9970688,8E3343F1092D52FC7F54                                                                                
PKBM INSAN CENDEKIA BOMBANA,P9984540,8B7FFACBF0A9D1A9F8D8                                                                                
PKBM GOTONG ROYONG,P2965209,D390F760BFBE657C4D73                                                                                
PKBM AL-KALAM,P9997441,64340C2DDB4414AA6512                                                                                
PKBM ELOHIM,P2963134,69874E7BF663F72BE7D7                                                                                
PKBM MOY INO,P9947926,AFE9ECC25027DE531E0A                                                                                
PKBM BAYU KENCANA,P2967653,37863D2ECC9F0AC3B140                                                                                
PKBM KUMINIKI,P9996901,217A23ADDFCE299E673B                                                                                
PKBM PRATAMA,P9957070,F30E4D03EFB78DD31585                                                                                
PKBM IHSAN,P9934531,9FE5E648634DFF322801                                                                                
PKBM CERDAS BERSAMA,P9996358,4AD2B3913E85818C79FB                                                                                
PKBM MIFTAHUL HIDAYAH,P9996648,22F0686612B6E265339A                                                                                
PKBM NURUL HUDA,P9934828,FF50F16FA3289393D163                                                                                
PKBM YOI NUSANTARA,P2965211,8AC9EBE155E10AC5CABA                                                                                
PKBM QURANIKIDS SCHOOL,P9997129,8BBE5662C9E9B99D86AF                                                                                
PKBM MASYARAKAT MANDIRI,P2960283,7DC800A2C6A4834D1A91                                                                                
PKBM NUSA INDAH,P2962448,3A9EC10241CF93F8C296                                                                                
PKBM BOBOTOA,P9996353,FBB2EB797B1821921D40                                                                                
PKBM MOTEKAR BANGSA,P9970495,14158DEC22A7B3DE378B                                                                                
PKBM KHAIRATUL ILMI,P9934713,D34D632687CBB8741868                                                                                
PKBM TANDANG KASIH,P9996508,8E564895764625FEDAC3                                                                                
PKBM Mandiri         ,P2960896,4D989A8B362A7872F76B                                                                                
PKBM INSAN MUTIARA,P9984913,647A60FE2BC581B3CED5                                                                                
PKBM NUSANTARA,P2965203,F090A84D787E36981F5F                                                                                
PKBM TELAGA UKHUWAH,P9996630,2DE716A3643B36262328                                                                                
PKBM MUTIARA ILMU,P9959810,4169556832CB7495CF22                                                                                
PKBM DAYANG SENANDUNG,P9908423,A663F2948CC13B2C1D46                                                                                
PKBM PELITA,P9948171,F7DB888E138E26BC1372                                                                                
PKBM JANNATUL MAKWA,P9908722,82EE961BED162F14D811                                                                                
PKBM ASMAUL HUSNA,P9984899,606E0F65D0BF4DF3484E                                                                                
PKBM HOMESCHOOLING ENTREPRENEUR,P9997452,2FF75270CB8E675EBA78                                                                                
PKBM NUSANTARA,P9926395,8848F7B5BDFF30AE25F2                                                                                
PKBM TUNAS HARAPAN,P9954089,3DF6E0211A3648E994B7                                                                                
PKBM MENTARI MADANI,P9984783,D5DBA025D6C48C74467C                                                                                
PKBM Balambon,P2963353,033CE91827DDBA5D65FA                                                                                
PKBM Kurik,P9956910,A432FF6EF63BE588C0CC                                                                                
PKBM WATAS TIGA,P2967300,04305C0C1E16F08E761C                                                                                
PKBM CAHAYA ILMU,P9948463,4F02828C8F699767E561                                                                                
PKBM BINA INSANI,P9980097,3B1D04C9A9BBBB326BD2                                                                                
PKBM NURUL HUDA,P9954117,816B98991A370A4A3777                                                                                
PKBM PUSPITA,P2963149,334C9745B39DABDB4D89                                                                                
PKBM MITRA MANDIRI,P2962834,7ADC02E9E60D2AACFA91                                                                                
PKBM.ALORINDAH,P9980065,9E1CD15E0BFF06F25654                                                                                
PKBM SEKAR TANJUNG,P2966009,10F56405253AFEE00B97                                                                                
PKBM AL-HIDAYAH,P2966529,9DF5AA92BE88FB5F06A1                                                                                
PKBM STELLA VITAE,P9952501,C36B0FF3E4FB9312351A                                                                                
PKBM INIKILONIK EPINANIMOK,P2967414,337BB11E6435CC57C484                                                                                
PKBM SUNAN KALIJAGA,P9934627,991EF53C29CD1B5164FF                                                                                
PKBM ADZIKRO KUSUMAH,P9945660,C55093E767F7DBEB45E5                                                                                
PKBM YANFA UL ILMI,P9970491,C8CE993B7B1B559C11CF                                                                                
PKBM RIADLUS SHOLIHIN,P9945801,A31FCC4ED395DFC81487                                                                                
PKBM MADANI,P2965927,49FB88EAD3ADEDD1B0C0                                                                                
PKBM SOLO HUA,P9962876,78BACF0C1C2DC6FBF56D                                                                                
PKBM HIDAYAH,P9959996,C78051283F9F65C877C6                                                                                
PKBM BINU RIANG NOMAN BARU,P9984938,FE75820DC59F9AFEAEAF                                                                                
PKBM NUGRAHA MANDIRI,P2964382,29FC8E9325D474C7A1E6                                                                                
PKBM PIONEER,P2962775,BDC746BCF7304A2D98C1                                                                                
PKBM  KLENOK,P9954374,DF04B4137734B85A2ED4                                                                                
PKBM Cinta Anak Bangsa,P2967367,BB3611A1D3A7F12667FC                                                                                
PKBM ZIYADATUL KHOIR,P9908237,8CCE54B906667B33ACBA                                                                                
PKBM DYNA,P9959930,7A66D50B5FAB80E418EC                                                                                
PKBM HARAPAN,P2962741,910DA08F21D3E74D1B04                                                                                
PKBM TODILALING,P9948528,FBFC5A076AB8DCA3D42F                                                                                
PKBM BUDI UTAMA,P9980007,B0F485BF702C7F56C5C8                                                                                
PKBM HIDAYATUL KHUSNA,P9984958,5EBF62BE1BC426C92939                                                                                
PKBM Al HIKMAH,P9952594,5E84D7AD3E6CD9786BC2                                                                                
PKBM LAD HASDJA KAROBKA MANDIRI,P9970181,B8CBD7453967C5BE980B                                                                                
PKBM CERDIK ,P2961386,DEBA02A7E9017FF00094                                                                                
PKBM MEKAR SARI,P2961945,BA64A0859E0E84BD3887                                                                                
PKBM Mawar,P2964223,7B3412F536E77166BD96                                                                                
PKBM CHARITY,P9926334,7CA95B67EA5562A7BB42                                                                                
PKBM EDUKASI JAKARTA,P9908726,EBD8B08BED6B234DBDEF                                                                                
PKBM KUNCORO,P2964196,ECBC6C01C73D1FC6333A                                                                                
PKBM PUSURAKAT,P9985009,94F22ED7F2D400589291                                                                                
PKBM NURUL HIDAYAH,P9959672,A3EE988F427AB598E3EA                                                                                
PKBM MAWAR,P2962158,B89DCEB03EFC33D4B6FE                                                                                
PKBM ANIGOU WEGEMUKA,P9980083,D3E2A5E756B98A34053C                                                                                
PKBM BUDI UTOMO,P9948017,D6380D1FB4D5E36E60FD                                                                                
PKBM SEBAYA,P9954255,B3FCDF4CE0289E722D0F                                                                                
PKBM BAROKAH,P2967634,0C190AC9DC9C520327DB                                                                                
PKBM WAKE SENDANA,P9945762,DC82B95F6200F43081AA                                                                                
PKBM UNIVERSAL,P9996202,64A0AB7CF9197FA27632                                                                                
PKBM ARRIZA,P9997110,D7428087ADE157DAE8B7                                                                                
PKBM EL SODAT,P2960151,C4FE218459692A4CB6BE                                                                                
PKBM MAJU LANCAR,P2964514,3E77E34A85252BA7FC77                                                                                
PKBM Sekantenan,P9948420,FB657B7EC25C7E700021                                                                                
PKBM PUTRA PERJUANGAN,P9908343,DAC9D2D2F7543669E616                                                                                
PKBM MERCU BUANA,P9908905,1449FAA6B69DFE1807B9                                                                                
PKBM SEJAHTERA,P9947963,FB9656C01847C1D66325                                                                                
PKBM BINA KARYA PERNING,P9952826,04EA9AE32E62C36FA78D                                                                                
PKBM DUA PUTRI,P9997399,16F64EEBFD03E6AB3756                                                                                
PKBM AZjam,P2963704,8DDA9724462C709DDC2E                                                                                
PKBM AN NUR ARBA,P2961321,A0348FC9E0309AA1A542                                                                                
PKBM MAHARANI,P9908704,F5E81D4C0C7A91BFA3CF                                                                                
PKBM Tut Wuri Handayani,P2964585,1BD77B1218052426504B                                                                                
PKBM AL MUNA,P9997197,556B035EA1949D155DAD                                                                                
PKBM MIFTAHUL ULUM,P2963952,A77F383839ADC94EA0EC                                                                                
PKBM TBM RAHMANIA INSAN CENDIKIA,P9997445,671C5DB3C3B7C7E93087                                                                                
PKBM AL JAUHAR,P2962321,C7CFAF71F51AA7274171                                                                                
PKBM BERINGIN JAYA,P9984943,61DB860B2A6122DFF83C                                                                                
PKBM VAVI,P9962912,7AB7CF5ABC68EF32E775                                                                                
PKBM PELITA ABAB,P9934305,88B47F6A2A135E804CCA                                                                                
PKBM AL ISLAH KINOPASAN,P9996942,CF47EA00DC6098C6571C                                                                                
