npsn,name,status,grade,district_id,district,regency_id,regency,province_id,province,latitude,longitude
P2963181,PKBM PONCOWATI,SWASTA,PKBM,56203,Kec. Kartoharjo,56200,Kota Madiun,50000,Prov. Jawa Timur,-7.619873,111.532652
P9952892,PKBM KUTTAB AL FATIH,SWASTA,PKBM,26604,Kec. Cimanggis,26600,Kota Depok,20000,Prov. Jawa Barat,-6.3581,106.8736
P9954253,PKBM AGUNG MAKMUR,SWASTA,PKBM,21915,Kec. Cipunagara,21900,Kab. Subang,20000,Prov. Jawa Barat,-6.492,107.8833
P9996997,PKBM Insan Cendikia,SWASTA,PKBM,86111,Kec. Koto Tangah,86100,Kota Padang,80000,Prov. Sumatera Barat,-0.8687,100.3467
P9970538,PKBM AL-BAYAAN,SWASTA,PKBM,20714,Kec. Cilaku,20700,Kab. Cianjur,20000,Prov. Jawa Barat,-6.8612,107.1648
P9963183,PKBM RAUDHATUL HASANAH,SWASTA,PKBM,60824,Kec. Lawe Sumur,60800,Kab. Aceh Tenggara,60000,Prov. Aceh,3.4659628,97.8530805
P9970681,PKBM AZAHRA,SWASTA,PKBM,290117,Kec. Riau Silip,290100,Kab. Bangka,290000,Prov. Kepulauan Bangka Belitung,-1.6961274,105.9782165
P2962455,PKBM BINA MANDIRI,SWASTA,PKBM,100104,Kec. Muara Bulian,100100,Kab. Batang Hari,100000,Prov. Jambi,-1.6929,103.1841
P2960898,PKBM Al-Ihsan   ,SWASTA,PKBM,316002,Kec. Sekupang,316000,Kota Batam,310000,Prov. Kepulauan Riau,1.0310827,104.0768246
P9948643,PKBM KH.AHMAD DAHLAN,SWASTA,PKBM,120905,Kec. Gedung Tataan,120900,Kab. Pesawaran,120000,Prov. Lampung,-5.4104529,105.0897311
P2966781,PKBM SERUMPUN,SWASTA,PKBM,150803,Kec. Kelua,150800,Kab. Tabalong,150000,Prov. Kalimantan Selatan,-2.2792,115.3001
P9908849,PKBM CITRA BANGSA,SWASTA,PKBM,52512,Kec. Rogojampi,52500,Kab. Banyuwangi,50000,Prov. Jawa Timur,-8.3254,114.275
P2967218,PKBM ARAFAH,SWASTA,PKBM,16403,Kec. Cipayung,16400,Kota Jakarta Timur,10000,Prov. D.K.I. Jakarta,-6.338325,106.89976
P9934361,PKBM GRAHARI,SWASTA,PKBM,21626,Kec. Kasokandel,21600,Kab. Majalengka,20000,Prov. Jawa Barat,-7.7636,108.1986
P2967583,PKBM GELIAT BOCAH KAMPOENG PROGRAM ,SWASTA,PKBM,286307,Kec. Setu,286300,Kota Tangerang Selatan,280000,Prov. Banten,-6.354,106.7075
P9962985,PKBM AL - QADAR,SWASTA,PKBM,52818,Kec. Batang-Batang,52800,Kab. Sumenep,50000,Prov. Jawa Timur,-6.9333315,114.0210978
P9997026,PKBM BAHARI,SWASTA,PKBM,170221,Kec. Kakas,170200,Kab. Minahasa,170000,Prov. Sulawesi Utara,0,0
P2965603,PKBM CERDAS,SWASTA,PKBM,76502,Kec. Sibolga Kota,76500,Kota Sibolga,70000,Prov. Sumatera Utara,1.7541139,98.7998093
P2960015,PKBM Walibu,SWASTA,PKBM,250123,Kec. Sentani,250100,Kab. Jayapura,250000,Prov. Papua,-2.60058,140.51373
P9970535,PKBM AL BADRIYAH,SWASTA,PKBM,50215,Kec. Gedangan,50200,Kab. Sidoarjo,50000,Prov. Jawa Timur,-7.3821142,112.7363207
P2966352,PKBM AL BIRSALAM,SWASTA,PKBM,280139,Kec. Majasari,280100,Kab. Pandeglang,280000,Prov. Banten,-6.3106,106.0867
P2967082,PKBM DILEM RENGGALI,SWASTA,PKBM,60506,Kec. Silih Nara,60500,Kab. Aceh Tengah,60000,Prov. Aceh,4.6371,96.7361
P9980031,PKBM FRIDA AMAZING,SWASTA,PKBM,70416,Kec. Siantar,70400,Kab. Simalungun,70000,Prov. Sumatera Utara,2.9308782,99.0856494
P2962599,PKBM MAGHFIRAH,SWASTA,PKBM,190204,Kec. Pangkajene,190200,Kab. Pangkajene Kepulauan,190000,Prov. Sulawesi Selatan,-4.864,119.5721
P9996893,PKBM ISLAM MANDANGIN,SWASTA,PKBM,52703,Kec. Sampang,52700,Kab. Sampang,50000,Prov. Jawa Timur,-7.1552511,113.2621814
P2964445,PKBM SINAR MENTARI,SWASTA,PKBM,36103,Kec. Pasarkliwon,36100,Kota Surakarta,30000,Prov. Jawa Tengah,-7.5772,110.8424
P9934917,PKBM Jimugi Bouu,SWASTA,PKBM,250908,Kec. Nabire,250900,Kab. Nabire,250000,Prov. Papua,-3.3545,135.5023
P2961520,PKBM MAGENDA JAYA,SWASTA,PKBM,52210,Kec. Bondowoso,52200,Kab. Bondowoso,50000,Prov. Jawa Timur,-7.9223413,113.8166203
P9996283,PKBM NURUL AL RIDHA,SWASTA,PKBM,70214,Kec. Tanjung Pura,70200,Kab. Langkat,70000,Prov. Sumatera Utara,3.9597313,98.4341702
P2960480,PKBM PANCA HIDAYAH,SWASTA,PKBM,51606,Kec. Kalidawir,51600,Kab. Tulungagung,50000,Prov. Jawa Timur,-8.15924,111.9634178
P9954423,PKBM IDAMAN BERSAMA,SWASTA,PKBM,201605,Kec.Talaga Raya,201600,Kab. Buton Tengah,200000,Prov. Sulawesi Tenggara,-5.4905,122.0483
P2963590,PKBM CERDAS,SWASTA,PKBM,76001,Kec. Medan Tuntungan,76000,Kota Medan,70000,Prov. Sumatera Utara,3.5733,98.6257
P9996318,PKBM KARYA NYATA,SWASTA,PKBM,196014,Kec. Manggala,196000,Kota Makassar,190000,Prov. Sulawesi Selatan,-5.1873159,119.502503
P9996385,PKBM NURUL ASROR,SWASTA,PKBM,20712,Kec. Cibeber,20700,Kab. Cianjur,20000,Prov. Jawa Barat,-6.978293,107.1300295
P9963108,PKBM BINA MANDIRI,SWASTA,PKBM,280110,Kec. Saketi,280100,Kab. Pandeglang,280000,Prov. Banten,-6.4401984,105.9533542
P2960696,PKBM Cipondok Jaya,SWASTA,PKBM,20517,Kec. Jonggol,20500,Kab. Bogor,20000,Prov. Jawa Barat,-6.4362,107.0754
P9970222,PKBM ARISTOKRAT,SWASTA,PKBM,120708,Kec. Way Jepara,120700,Kab. Lampung Timur,120000,Prov. Lampung,-5.166,105.7037
P2963164,PKBM MAPPIDECENG,SWASTA,PKBM,191504,Kec. Baranti,191500,Kab. Sidenreng Rappang,190000,Prov. Sulawesi Selatan,-3.8558,119.7945
P9948095,PKBM SANOHI,SWASTA,PKBM,216102,Kec. Pulau Dullah Selatan,216100,Kota Tual,210000,Prov. Maluku,-5.6385,132.7423
P9997422,PKBM DIRGANTARA,SWASTA,PKBM,21114,Kec. Cilawu,21100,Kab. Garut,20000,Prov. Jawa Barat,0,0
P9952606,PKBM Perintis,SWASTA,PKBM,240402,Kec. Miomafo Timur,240400,Kab. Timor Tengah Utara,240000,Prov. Nusa Tenggara Timur,-9.4061264,124.4646639
P2961777,PKBM WIDYA BHAKTI,SWASTA,PKBM,40406,Kec. Sentolo,40400,Kab. Kulon Progo,40000,Prov. D.I. Yogyakarta,-7.8406,110.2416
P2962981,PKBM NURUL ULUM,SWASTA,PKBM,52702,Kec. Torjun,52700,Kab. Sampang,50000,Prov. Jawa Timur,-7.1665,113.2291
P2967040,PKBM RD. SITTI KARTINI,SWASTA,PKBM,136002,Kec. Pontianak Timur,136000,Kota Pontianak,130000,Prov. Kalimantan Barat,-0.0134,109.3638
P9984256,PKBM Excellent Spirit Christian School,SWASTA,PKBM,246003,Kec. Oebobo,246000,Kota Kupang,240000,Prov. Nusa Tenggara Timur,-10.1612027,123.6150008
P9948614,PKBM DARUL ITISHAM EMBO,SWASTA,PKBM,190502,Kec. Tamalatea,190500,Kab. Jeneponto,190000,Prov. Sulawesi Selatan,-5.608,119.7162
P9959917,PKBM NUSA INDAH,SWASTA,PKBM,21823,Kec. Arahan,21800,Kab. Indramayu,20000,Prov. Jawa Barat,-6.3631455,108.2761828
P9996151,PKBM SIBERUT UTARA,SWASTA,PKBM,81004,Kec. Siberut Utara,81000,Kab. Kepulauan Mentawai,80000,Prov. Sumatera Barat,-1.0637,98.9226
P2965937,PKBM PAJA MANDIRI,SWASTA,PKBM,280312,Kec. Pasar Kemis,280300,Kab. Tangerang,280000,Prov. Banten,-6.1558,106.5686
P9997181,PKBM Gunung Jampang,SWASTA,PKBM,21103,Kec. Bungbulang,21100,Kab. Garut,20000,Prov. Jawa Barat,0,0
P2970103,PKBM APRILA,SWASTA,PKBM,131310,Kec. Sungai Raya,131300,Kab. Kuburaya,130000,Prov. Kalimantan Barat,-0.0907,109.3542
P2964058,PKBM Kadewa Dewa,SWASTA,PKBM,216002,Kec. Sirimau,216000,Kota Ambon,210000,Prov. Maluku,-3.679585,128.1971432
P9952596,PKBM IZZATUL ISLAM,SWASTA,PKBM,21702,Kec. Ciledug,21700,Kab. Cirebon,20000,Prov. Jawa Barat,-6.9012574,108.7468793
P2962150,PKBM SINAR TANETE,SWASTA,PKBM,190112,Kec. Simbang,190100,Kab. Maros,190000,Prov. Sulawesi Selatan,-5.0158,119.6709
P9948553,PKBM BUNDA ASNI,SWASTA,PKBM,266005,Kec. Kampung Melayu,266000,Kota Bengkulu,260000,Prov. Bengkulu,-3.7899,102.3293
P2966144,PKBM Pelita harapan,SWASTA,PKBM,286113,Kec. Neglasari,286100,Kota Tangerang,280000,Prov. Banten,-6.1248,106.6267
P2960744,PKBM Bina Trampil,SWASTA,PKBM,20526,Kec. Rumpin,20500,Kab. Bogor,20000,Prov. Jawa Barat,-6.4174,106.6201
P9996513,PKBM AL LATHIEFUSSALAAM,SWASTA,PKBM,21124,Kec. Leles,21100,Kab. Garut,20000,Prov. Jawa Barat,-7.0888,107.8354
P2962442,PKBM SENANG HATI,SWASTA,PKBM,21916,Kec. Compreng,21900,Kab. Subang,20000,Prov. Jawa Barat,-6.397791,107.880217
P9997174,PKBM SHOFIE SALSABILA,SWASTA,PKBM,60118,Kec. Baitussalam,60100,Kab. Aceh Besar,60000,Prov. Aceh,6.9374,-4.6802
P9926222,PKBM NEGERI 05,NEGERI,PKBM,16204,Kec. Grogol Petamburan,16200,Kota Jakarta Barat,10000,Prov. D.K.I. Jakarta,-6.1352,106.7873
P2962960,PKBM AL FALAH,SWASTA,PKBM,20625,Kec. Parakansalak,20600,Kab. Sukabumi,20000,Prov. Jawa Barat,-6.7771,106.7143
P9908326,PKBM AL-AMIN,SWASTA,PKBM,52608,Kec. Pegantenan,52600,Kab. Pamekasan,50000,Prov. Jawa Timur,-7.036219,113.521124
P9959811,PKBM SAADEMO,SWASTA,PKBM,201001,Kec. Kulisusu,201000,Kab. Buton Utara,200000,Prov. Sulawesi Tenggara,-4.74627,123.1688347
P2966168,PKBM Mujahidin,SWASTA,PKBM,60102,Kec. Lhoknga,60100,Kab. Aceh Besar,60000,Prov. Aceh,5.5037,95.2457
P2965367,PKBM AMANAH WANITA ISLAM,SWASTA,PKBM,86111,Kec. Koto Tangah,86100,Kota Padang,80000,Prov. Sumatera Barat,-0.8469,100.3409
P9954214,PKBM WINATA KARYA,SWASTA,PKBM,150906,Kec. Pulau Laut Utara,150900,Kab. Kotabaru,150000,Prov. Kalimantan Selatan,-3.268095,116.232342
P2962091,PKBM AL - BAROKAH,SWASTA,PKBM,22014,Kec. Babakancikao,22000,Kab. Purwakarta,20000,Prov. Jawa Barat,-6.4717,107.3892
P9908231,PKBM KUTHA SARI,SWASTA,PKBM,30410,Kec. Wanadadi,30400,Kab. Banjarnegara,30000,Prov. Jawa Tengah,-7.3669,109.6068
P9948571,PKBM ANAK CEMERLANG,SWASTA,PKBM,266009,Kec. Singaran Pati,266000,Kota Bengkulu,260000,Prov. Bengkulu,-3.81,102.3121
P9926365,PKBM PERINTIS,SWASTA,PKBM,290301,Kec. Koba,290300,Kab. Bangka Tengah,290000,Prov. Kepulauan Bangka Belitung,-2.424,106.3082
P2964443,PKBM CITA NANDA,SWASTA,PKBM,36105,Kec. Banjarsari,36100,Kota Surakarta,30000,Prov. Jawa Tengah,-7.5510216,110.8002733
P2970193,PKBM ORKAPI ,SWASTA,PKBM,32219,Kec. Ungaran Barat,32200,Kab. Semarang,30000,Prov. Jawa Tengah,-7.1296,110.4092229
P2960395,PKBM MAJU BERSAMA,SWASTA,PKBM,110417,Kec. Rambang,110400,Kab. Muara Enim,110000,Prov. Sumatera Selatan,-3.5555,104.1598
P2960323,PKBM ALKAHFI,SWASTA,PKBM,330102,Kec. Mamuju,330100,Kab. Mamuju,330000,Prov. Sulawesi Barat,-2.6266,118.8893
P9985068,PKBM DHARMA AYU,SWASTA,PKBM,21815,Kec. Indramayu,21800,Kab. Indramayu,20000,Prov. Jawa Barat,-6.3185062,108.364034
P9984254,PKBM MAHDIY,SWASTA,PKBM,50212,Kec. Buduran,50200,Kab. Sidoarjo,50000,Prov. Jawa Timur,-7.4404673,112.7604454
P2965524,PKBM KARTINI,SWASTA,PKBM,50516,Kec. Bojonegoro,50500,Kab. Bojonegoro,50000,Prov. Jawa Timur,-7.1419244,111.8957959
P9934587,PKBM SEJAHTERA MANDIRI,SWASTA,PKBM,241506,Kec. Lobalain,241500,Kab. Rote-Ndao,240000,Prov. Nusa Tenggara Timur,-10.758547,123.053003
P9984299,PKBM HOMESCHOOLING PRIMAGAMA,SWASTA,PKBM,166101,Kec. Balikpapan Selatan,166100,Kota Balikpapan,160000,Prov. Kalimantan Timur,-1.2289785,116.8740208
P9984901,PKBM LEMBAGA ANAK TANGGUH,SWASTA,PKBM,166101,Kec. Balikpapan Selatan,166100,Kota Balikpapan,160000,Prov. Kalimantan Timur,-1.2360717,116.897385
P9970406,PKBM NARASA,SWASTA,PKBM,186007,Kec. Tawaeli,186000,Kota Palu,180000,Prov. Sulawesi Tengah,-0.7218769,119.8699773
P9948107,PKBM SELA PANDAN,SWASTA,PKBM,26304,Kec. Kesambi,26300,Kota Cirebon,20000,Prov. Jawa Barat,-6.7306765,108.5598055
P2966263,PKBM RAWAIDO,SWASTA,PKBM,250306,Kec. Yapen Selatan,250300,Kab. Kepulauan Yapen,250000,Prov. Papua,-1.8759,136.2588
P9948611,PKBM SIKAMASEI,SWASTA,PKBM,330115,Kec. Simboro,330100,Kab. Mamuju,330000,Prov. Sulawesi Barat,-2.6608361,118.8082117
P9948386,PKBM MEKAR SARI,SWASTA,PKBM,330115,Kec. Simboro,330100,Kab. Mamuju,330000,Prov. Sulawesi Barat,-2.6808,118.785
P9963164,PKBM ADITYA,SWASTA,PKBM,330102,Kec. Mamuju,330100,Kab. Mamuju,330000,Prov. Sulawesi Barat,-2.6688,118.8947
P9959899,PKBM UGITO,NEGERI,PKBM,251003,Kec. Paniai Timur,251000,Kab. Paniai,250000,Prov. Papua,-3.9665998,136.4316595
P9926281,PKBM USAHA MANDIRI,SWASTA,PKBM,31023,Kec. Kemalang,31000,Kab. Klaten,30000,Prov. Jawa Tengah,-7.6549242,110.5150044
P2966834,PKBM MANDIRI,SWASTA,PKBM,111103,Kec. Pendopo,111100,Kab. Empat Lawang,110000,Prov. Sumatera Selatan,-3.7883,102.9571
P2962353,PKBM Lumbis,SWASTA,PKBM,340502,Kec. Lumbis,340500,Kab. Nunukan,340000,Prov. Kalimantan Utara,3.7459,116.8596
P9970518,PKBM Peduli Ilmu,SWASTA,PKBM,32307,Kec. Kaloran,32300,Kab. Temanggung,30000,Prov. Jawa Tengah,-7.2675727,110.2553861
P9956992,PKBM AL-HIKMAH RABA,SWASTA,PKBM,236104,Kec. Raba,236100,Kota Bima,230000,Prov. Nusa Tenggara Barat,-8.4427059,118.8524068
P2963482,PKBM RESKY,SWASTA,PKBM,330305,Kec. Polewali,330300,Kab. Polewali Mandar,330000,Prov. Sulawesi Barat,-3.4057,119.3147
P9934413,PKBM SIMIAKAMA,SWASTA,PKBM,250889,Kec. Asotipo,250800,Kab. Jaya Wijaya,250000,Prov. Papua,-4.1990229,138.9701119
P2965493,PKBM AL-MAAUUN,SWASTA,PKBM,20718,Kec. Mande,20700,Kab. Cianjur,20000,Prov. Jawa Barat,-6.765022,107.2582193
P2963818,PKBM SADINA ,SWASTA,PKBM,21114,Kec. Cilawu,21100,Kab. Garut,20000,Prov. Jawa Barat,-7.3119,107.942
P2965549,PKBM SEMAR,SWASTA,PKBM,32513,Kec. Banyuputih,32500,Kab. Batang,30000,Prov. Jawa Tengah,-6.9822,109.9264
P9957073,PKBM BINA ILMU,SWASTA,PKBM,201001,Kec. Kulisusu,201000,Kab. Buton Utara,200000,Prov. Sulawesi Tenggara,-4.7782,123.1757
P9996267,PKBM CAHAYA HARAPAN,SWASTA,PKBM,230203,Kec. Praya Timur,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,-8.7591,116.348
P9970556,PKBM MINHAJUL MUSLIM,SWASTA,PKBM,21928,Kec. Pusakajaya,21900,Kab. Subang,20000,Prov. Jawa Barat,-6.3206,107.9153
P2960940,PKBM MANARUL HUDA,SWASTA,PKBM,21624,Kec. Malausma,21600,Kab. Majalengka,20000,Prov. Jawa Barat,-7.0299,108.2814
P9908715,PKBM TECHNOSA,SWASTA,PKBM,286306,Kec. Serpong Utara,286300,Kota Tangerang Selatan,280000,Prov. Banten,-6.2679,106.6594
P9984685,PKBM NURUSYSYUHADA,SWASTA,PKBM,230106,Kec. Gunung Sari,230100,Kab. Lombok Barat,230000,Prov. Nusa Tenggara Barat,-8.5010588,116.1313295
P2966862,PKBM Flamboyan,SWASTA,PKBM,306006,Kec. Kota Tengah,306000,Kota Gorontalo,300000,Prov. Gorontalo,0.5797,123.0595
P2960963,PKBM TUNAS HARAPAN,SWASTA,PKBM,40111,Kec. Pleret,40100,Kab. Bantul,40000,Prov. D.I. Yogyakarta,-7.8876,110.4323
P9970057,PKBM CORNESTONE GLOBAL ACADEMY,SWASTA,PKBM,22224,Kec. Cikarang Pusat,22200,Kab. Bekasi,20000,Prov. Jawa Barat,-6.3593,107.1987
P9948328,PKBM TABATUKU,SWASTA,PKBM,270416,Kec. Galela Utara,270400,Kab. halmahera Utara,270000,Prov. Maluku Utara,1.9918873,127.8952726
P9934288,PKBM BINA MANDIRI,SWASTA,PKBM,100701,Kec. Jambi Luar Kota,100700,Kab. Muaro Jambi,100000,Prov. Jambi,-1.618535,103.54001
P9926343,PKBM AS-SYIFA,SWASTA,PKBM,230309,Kec. Aikmel,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,-8.568,116.5252
P9952740,PKBM AL MAGHFIROH,SWASTA,PKBM,280313,Kec. Balaraja,280300,Kab. Tangerang,280000,Prov. Banten,-6.1797,106.447
P9996468,PKBM DEFAYASA,SWASTA,PKBM,21503,Kec. Ciniru,21500,Kab. Kuningan,20000,Prov. Jawa Barat,-7.0668765,108.5406643
P2964010,PKBM Bunga Bangsa,SWASTA,PKBM,50303,Kec. Pacet,50300,Kab. Mojokerto,50000,Prov. Jawa Timur,-7.666,112.5395
P9952920,PKBM KOMPAK,SWASTA,PKBM,280317,Kec. Rajeg,280300,Kab. Tangerang,280000,Prov. Banten,-6.1096,106.5445
P9952597,PKBM Al IKHLAS,SWASTA,PKBM,21720,Kec. Arjawinangun,21700,Kab. Cirebon,20000,Prov. Jawa Barat,-6.6447,108.4123
P2966607,PKBM Syarif Hidayatullah,SWASTA,PKBM,16309,Kec. Tebet,16300,Kota Jakarta Selatan,10000,Prov. D.K.I. Jakarta,-6.2124,106.8683
P2967633,PKBM BINTANG BANGSA,SWASTA,PKBM,51824,Kec. Tumpang,51800,Kab. Malang,50000,Prov. Jawa Timur,-7.9945,112.7677
P9962851,PKBM HUBIKIAK,SWASTA,PKBM,250860,Kec. Hubikosi,250800,Kab. Jaya Wijaya,250000,Prov. Papua,-4.0477259,138.8674356
P2967640,PKBM  AL ISLAHIYAH,SWASTA,PKBM,51828,Kec. Singosari,51800,Kab. Malang,50000,Prov. Jawa Timur,-7.8415,112.6679
P9984480,PKBM MANUNGGAL NUSANTARA CYBERSCHOOL (MNC),SWASTA,PKBM,286303,Kec. Pamulang,286300,Kota Tangerang Selatan,280000,Prov. Banten,-6.3385,106.7407
P9984867,PKBM MITRA INSAN SEJAHTERA,SWASTA,PKBM,20704,Kec. Naringgul,20700,Kab. Cianjur,20000,Prov. Jawa Barat,-7.3449,107.3289
P9970320,PKBM GENERASI MANDIRI,SWASTA,PKBM,230115,Kec. Lingsar,230100,Kab. Lombok Barat,230000,Prov. Nusa Tenggara Barat,-8.5292746,116.2154609
P9997106,PKBM CITRA BANGSA,SWASTA,PKBM,72201,Kec. Medang Deras,72200,Kab. Batubara,70000,Prov. Sumatera Utara,0,0
P9962963,PKBM TEKRI KUSTRA,SWASTA,PKBM,252806,Kec. Mamberamo Tengah Timur,252800,Kab. Memberamo Raya,250000,Prov. Papua,-2.5653346,137.976719
P9963086,PKBM SALSABILA MURATARA,SWASTA,PKBM,111301,Kec. Rupit,111300,Kab. Musi Rawas Utara,110000,Prov. Sumatera Selatan,-2.7091,102.9352
P9997363,PKBM Koiru Ummah Thotiqul Fatah,SWASTA,PKBM,161004,Kec. Sangatta Utara,161000,Kab. Kutai Timur,160000,Prov. Kalimantan Timur,0,0
P9934379,PKBM POPALIA JAYA,SWASTA,PKBM,200518,Kec. Wolasi,200500,Kab. Konawe Selatan,200000,Prov. Sulawesi Tenggara,-4.1957,122.5229
P9997283,PKBM AMANAH,SWASTA,PKBM,260320,Kec. Pasar Manna,260300,Kab. Bengkulu Selatan,260000,Prov. Bengkulu,0,0
P2964539,PKBM BUNDO KANDUANG,SWASTA,PKBM,81303,Kec. Lembah Melintang,81300,Kab. Pasaman Barat,80000,Prov. Sumatera Barat,0.4677089,99.6298945
P9952521,PKBM TIRAWONUA,SWASTA,PKBM,200511,Kec. Angata,200500,Kab. Konawe Selatan,200000,Prov. Sulawesi Tenggara,-4.1957,122.1754
P9908221,PKBM ANUGRAH,SWASTA,PKBM,21507,Kec. Cibingbin,21500,Kab. Kuningan,20000,Prov. Jawa Barat,-7.0439,108.7569
P9908793,PKBM MENTARI,SWASTA,PKBM,51821,Kec. Wagir,51800,Kab. Malang,50000,Prov. Jawa Timur,-7.9983,112.5898
P9947949,PKBM SANGGAR 21,SWASTA,PKBM,32704,Kec. Watukumpul,32700,Kab. Pemalang,30000,Prov. Jawa Tengah,-7.1553,109.427
P2960809,PKBM PUTRA BANGSA,SWASTA,PKBM,50413,Kec. Jombang,50400,Kab. Jombang,50000,Prov. Jawa Timur,-8.2330962,113.3628577
P9908495,PKBM PUSPO GUMILANG,SWASTA,PKBM,131004,Kec. Sekadau Hilir,131000,Kab. Sekadau,130000,Prov. Kalimantan Barat,-0.0187653,110.8426408
P2960394,PKBM RAMBANG LUBAI,SWASTA,PKBM,110416,Kec. Lubai,110400,Kab. Muara Enim,110000,Prov. Sumatera Selatan,-3.6275,104.2992
P9952617,PKBM PPS BAETUL ALIYAH,SWASTA,PKBM,20729,Kec. Cijati,20700,Kab. Cianjur,20000,Prov. Jawa Barat,-7.2787,107.0437
P9959785,PKBM ARROZIKIN,SWASTA,PKBM,230106,Kec. Gunung Sari,230100,Kab. Lombok Barat,230000,Prov. Nusa Tenggara Barat,-8.5091422,116.0987678
P9985093,PKBM YPGB,SWASTA,PKBM,20523,Kec. Kemang,20500,Kab. Bogor,20000,Prov. Jawa Barat,-6.4759,106.7101
P2966994,PKBM `Maharani`,SWASTA,PKBM,126008,Kec. Kedaton,126000,Kota Bandar Lampung,120000,Prov. Lampung,-5.3823,105.2633
P9996747,PKBM DARUL ILMI,SWASTA,PKBM,20702,Kec. Sindang Barang,20700,Kab. Cianjur,20000,Prov. Jawa Barat,-7.3913397,106.9901384
P2966172,PKBM ANGGREK,SWASTA,PKBM,26510,Kec. Rawalumbu,26500,Kota Bekasi,20000,Prov. Jawa Barat,-6.2771,107.0018
P9934634,PKBM SUNAN GIRI,SWASTA,PKBM,36201,Kec. Argomulyo,36200,Kota Salatiga,30000,Prov. Jawa Tengah,-7.344444,110.5193496
P2966548,PKBM AGUNG ,SWASTA,PKBM,226004,Kec. Denpasar Utara,226000,Kota Denpasar,220000,Prov. Bali,-8.637908,115.216548
P9956865,PKBM KASIH BUNDO,SWASTA,PKBM,86002,Kec. Mandiangin Koto Selayan,86000,Kota Bukittinggi,80000,Prov. Sumatera Barat,-0.2985,100.3861
P9948059,PKBM PAPPUANGAN MESA,SWASTA,PKBM,330307,Kec. Balanipa,330300,Kab. Polewali Mandar,330000,Prov. Sulawesi Barat,-3.4751,119.0418
P9984817,PKBM Gempita,SWASTA,PKBM,86109,Kec. Kuranji,86100,Kota Padang,80000,Prov. Sumatera Barat,-0.8629427,100.454381
P2963466,PKBM SINAR BUDI,SWASTA,PKBM,330306,Kec. Limboro,330300,Kab. Polewali Mandar,330000,Prov. Sulawesi Barat,-3.4805,119.0326
P2960013,PKBM Aura Anugerah,SWASTA,PKBM,250123,Kec. Sentani,250100,Kab. Jayapura,250000,Prov. Papua,-2.565095,140.4606675
P9952670,PKBM WAGUNIK,SWASTA,PKBM,253003,Kec. Tiom,253000,Kab. Lanny Jaya,250000,Prov. Papua,-3.9155067,138.4582917
P9997165,PKBM ALAM SEMESTA,SWASTA,PKBM,192602,Kec. Tomoni,192600,Kab. Luwu Timur,190000,Prov. Sulawesi Selatan,0,0
P9952831,PKBM Anggrek,SWASTA,PKBM,200521,Kec. Benua,200500,Kab. Konawe Selatan,200000,Prov. Sulawesi Tenggara,-4.2579,122.0637
P2962516,PKBM KI HAJAR DEWANTORO,SWASTA,PKBM,50620,Kec. Grabagan,50600,Kab. Tuban,50000,Prov. Jawa Timur,-7.0263923,112.0299258
P2964407,PKBM MUARA TIGA JAYA,SWASTA,PKBM,260318,Kec. Kedurang,260300,Kab. Bengkulu Selatan,260000,Prov. Bengkulu,-4.449,103.1274
P9952855,PKBM MUKTI,SWASTA,PKBM,21129,Kec. Blubur Limbangan,21100,Kab. Garut,20000,Prov. Jawa Barat,-6.980213,107.922367
P2965469,PKBM. AL-ISLAH,SWASTA,PKBM,52810,Kec. Guluk Guluk,52800,Kab. Sumenep,50000,Prov. Jawa Timur,-7.0373,113.6542
P2963948,PKBM HANDAYANI GOMBONG,SWASTA,PKBM,30519,Kec. Gombong,30500,Kab. Kebumen,30000,Prov. Jawa Tengah,-7.6129,109.5413
P9934700,PKBM BAROKAH,SWASTA,PKBM,52004,Kec. Bantaran,52000,Kab. Probolinggo,50000,Prov. Jawa Timur,-7.8498,113.2002
P9926443,PKBM TAMAN MADYA,SWASTA,PKBM,50911,Kec. Ngawi,50900,Kab. Ngawi,50000,Prov. Jawa Timur,-7.4394566,111.4823998
P9952600,PKBM AL HIDAYAH,SWASTA,PKBM,30104,Kec. Cimanggu,30100,Kab. Cilacap,30000,Prov. Jawa Tengah,-7.3047,108.814
P9997137,PKBM SEPAKAT JAYA,SWASTA,PKBM,70207,Kec. Stabat,70200,Kab. Langkat,70000,Prov. Sumatera Utara,0,0
P9997024,PKBM PUYUH KONENG ,SWASTA,PKBM,280435,Kec. Lebak Wangi,280400,Kab. Serang,280000,Prov. Banten,0,0
P2963458,PKBM MUKTI MANDIRI,SWASTA,PKBM,21027,Kec. Tanjungmedar,21000,Kab. Sumedang,20000,Prov. Jawa Barat,-6.6776,107.8665
P2966562,PKBM UTAMA,SWASTA,PKBM,120108,Kec. Tanjung Bintang,120100,Kab. Lampung Selatan,120000,Prov. Lampung,-5.3891,105.4037
P9984276,PKBM BERSATU,SWASTA,PKBM,230602,Kec. Bolo,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,-8.5441863,118.648424
P2969427,PKBM SINAR HARAPAN,SWASTA,PKBM,30201,Kec. Lumbir,30200,Kab. Banyumas,30000,Prov. Jawa Tengah,-7.4898957,109.0376998
