nama_sekolah,npsn,sekolah_id_enkrip
SKB PELALAWAN,P9970331,68F434C87EEB999C664F                                                                                
UPTD SPNF SKB SUSUKAN,P9962736,52486EEDC13551210BBF                                                                                
SKB NEGERI 2 SAMARINDA,P9996805,8E5B5C076B0DAC989A0E                                                                                
UPT-SKB KABUPATEN DAIRI,P9952917,6E2145BE6AF94C0F6B77                                                                                
SPNF SKB KOTA DUMAI,P9996456,97FBF8C5825A7A8DFEF2                                                                                
SKB PACITAN,P9956860,CF7BD44B1757421CD9F4                                                                                
SPNF SKB BOTO,P9959663,5192CDBB150F964AA677                                                                                
SKB Sangihe,P9970179,7E81BB9937F359C7E220                                                                                
SKB KABUPATEN BIMA,P9959939,8645F6671659934AD35B                                                                                
SKB KAIDIPANG,P9954139,80AB216D562EEDE31146                                                                                
SKB KAB. MUNA BARAT,P9970484,15EF14491EF9E227A25C                                                                                
SKB HALMAHERA SELATAN,P9996838,CCF0E5ABF5625EA87FBA                                                                                
SPNF SKB BELOPA,P9954127,5FA9FA0D66FF79846EDB                                                                                
UPTD SPNF SKB Kabupaten Gianyar,P9970475,A605A4B02364BE090DCB                                                                                
SANGGAR KEGIATAN BELAJAR (SKB) MEMPURA,P9997335,7569CCBB74BBDFAD1C14                                                                                
SKB Sungailiat,P9962800,C2F6B6406F85BA04162A                                                                                
SKB PINRANG,P9954379,89626C4D47EE08E2AEAF                                                                                
UPT SKB TAKALAR,P9962890,07CEEB0DC28E1F940891                                                                                
SKB KOTA GUNUNGSITOLI,P9962833,8708BDFE6C2F5373CA2F                                                                                
SATUAN PENDIDIKAN NONFORMAL SANGGAR KEGIATAN BELAJAR,P9970175,F76C7A0CC5AB25DE94B8                                                                                
SKB JENEPONTO,P9954268,CF66FD60EE3552F44AE8                                                                                
SKB PASANGKAYU,P9970396,CE5EAE3BC7E72EEC0CFF                                                                                
SKB HALMAHERA TENGAH,P9970625,1B3E2254A0698E359497                                                                                
SATUAN PENDIDIKAN NONFORMAL SEJENIS SKB KABUPATEN PULANG PISAU,P9952605,537302B2B55D205A08BD                                                                                
SKB PINOGALUMAN,P9954138,47EE589844DDE8F55863                                                                                
SKB Kota Medan,P2963591,5CA9476DA31C80250569                                                                                
SKB KABUPATEN CIANJUR,P9970186,369EC7EC21838408928B                                                                                
SKB KUNINGAN,P9952681,587E3ECFA178F5AED4AF                                                                                
SATUAN PNF SKB KABUPATEN BURU,P9952812,D143D7D7E46DE4CDAB9A                                                                                
SKB BOLMONG,P9956815,F677F712D34F0B3AD9BF                                                                                
UPT SKB WAY KANAN,P9970246,66B9EFC54C7A24296176                                                                                
SPNF SKB KOTA PONTIANAK,P2967065,6834B05C9A0EEE750A7A                                                                                
SPNF-SKB BOLANGITANG,P9954173,1FDBE70F74EBF920F03D                                                                                
SKB Kota Serang,P9962712,15A9B84BB42CD2116796                                                                                
SKB PANDEGLANG,P9970199,0A42C9C9E92CD3BAE0A3                                                                                
SKB NIKA TIDI,P9984713,64EA004F761D53927824                                                                                
SATUAN PENDIDIKAN NON-FORMAL SKB PULAU TALIABU,P9970539,FB4084A0D83760F31939                                                                                
SKB GROGOL,P9970612,2655223F313B1CC4FB38                                                                                
SKB KABUPATEN SAROLANGUN,P9984253,48D68C9A121E2B32BA2B                                                                                
SKB MUSI RAWAS,P9959909,CBE59B36C5CB34EB81FC                                                                                
SPNF SKB KAB. SUKABUMI,P9959835,35952A5D6E2247C86D95                                                                                
SKB UPT KOTA BANDUNG,P9962758,33072198089FA0E0E58C                                                                                
SKB SANGGAU,P9957042,E5473BDB030B04F1BF20                                                                                
SKB TULANG BAWANG PINTAR,P9968122,8C52252F2DDCEE76F040                                                                                
SKB BUTON SELATAN,P9984284,E10D50BB5F54FA5A7472                                                                                
SPNF SKB SAKA PANDE,P9997094,F79E8CE197FF13FD283A                                                                                
SKB KABUPATEN BEKASI,P9970230,F8FFEEAA17F5C4F8E84E                                                                                
SPN SKB BOMBANA,P9959988,FA15A4AE8F0910FA6D3D                                                                                
SKB OKU TIMUR,P9963091,BB34946E8E05DA225445                                                                                
SKB SENGKANG,P9963171,E81D8B7F14B1487B936E                                                                                
SPNF KABUPATEN KEPULAUAN YAPEN,P9970536,F0A13007903617CA9DF8                                                                                
SKB KAB. PEKALONGAN,P9948008,56EAA39E0011032947CE                                                                                
SPNF SKB KABUPATEN MUARO JAMBI,P9963156,1E6FE979DCF76E1F3F8D                                                                                
SKB UNAAHA,P9962900,A0EBCC5B7683D44F3685                                                                                
SKB KABUPATEN MALANG,P9962919,15C29CAD4AB61F8A65ED                                                                                
SKB LAMPUNG UTARA,P9948159,1D090E6F4B7D8D165A9C                                                                                
SKB BULUKUMBA,P9952615,1F1E1EE7686E5E004A62                                                                                
UPT SKB PAKPAK BHARAT,P9962680,1E3D6E2301B111CA1EE0                                                                                
SKB YPPK TILLEMANS,P9997508,049D11EFB81778022D54                                                                                
UPTD SPNF SKB KOTA KEDIRI,P9970240,85A4062F8FCBC9655554                                                                                
SKB SEKOLAH NON FORMAL NEGERI SUBANG,P9970150,8125B0F1E16EC619581C                                                                                
SKB KABUPATEN MUARA ENIM,P9948434,C27C9D28062F5376A7B7                                                                                
SPNF SKB MAMUJU TENGAH,P9984924,D68BB9256D2A597A458D                                                                                
SKB PESISIR SELATAN,P9970002,71A484C35635261735CA                                                                                
SKB KAB. MINAHASA SELATAN,P9954205,0676A57253787DCD5643                                                                                
SKB N PASAMAN BARAT,P9947908,F5EB8B405B2DCAC7328F                                                                                
SKB KABUPATEN SUMBAWA,P9948014,83D3288F91B50B7E8486                                                                                
SKB Kabupaten Berau,P9970335,AB00D998BD9196957607                                                                                
SPNF SKB DINAS PENDIDIKAN KAB. NAGAN RAYA,P9948212,F5DE06220CC6CCA1FDB4                                                                                
SKB KABUPATEN TANGGAMUS,P9963111,3A4EFE9255B3798EB81E                                                                                
SKB LOMBOK TENGAH,P9962863,14C39AC1A24794CD4EDA                                                                                
SKB TOLANGOHULA,P9948456,8DEC47A614B14C45A643                                                                                
SKB KOTA JAYAPURA,P9970305,62609C7B99B36063CC44                                                                                
SKB KAB.PATI,P9952854,12AE9BFCFC914E952107                                                                                
SKB I TANAH DATAR,P9970042,0A72167DE76FDD530F40                                                                                
SPNF SKB PIDIE JAYA,P9984436,A5223F72B4B3B0FFFA8D                                                                                
SKB Tana Toraja,P9970468,B9F1227C55A39F5C5BE7                                                                                
SKB LAONTI,P9960021,81DDAE224B01AE67B397                                                                                
SPNF SKB SIBOLANGIT,P9945822,8AA6897824F87D981418                                                                                
UPT SANGGAR KEGIATAN BELAJAR (SKB) LUWU UTARA,P9996428,3E6C4C79FE407DA0D220                                                                                
SPNF NEGERI SKB KETAPANG,P9945823,24CBE59BE05095B35A63                                                                                
SKB Melati,P9959736,554F8931C62A14FB4C2A                                                                                
SKB TONDANO,P9952822,80A99EBF5468DE2B5F47                                                                                
Satuan PNF SKB Manggarai Barat,P9954306,6C1BA8C59C704E04AF50                                                                                
SKB BURU SELATAN,P9959858,2126C25419F199D51FC1                                                                                
SKB MAPPI,P9970446,8B9AFCD57F72AFFA8B48                                                                                
SKB Demak,P9957036,BF19A1BE47B0A715D8D3                                                                                
SPNF SKB KABUPATEN CIREBON,P9970686,4A2B0F93ECE89D57D9CD                                                                                
SPN SKB KAB. GARUT,P9952868,60D35119FC3C15A16AE6                                                                                
SKB Kab. Fakfak,P9984395,40B3E0FE1C09E00D1D68                                                                                
SPNF SKB BOLAANG MONGONDOW SELATAN,P9948120,91EC9FF3B9C3EBAEA678                                                                                
SKB NAGEKEO,P9959998,E5BC3FB54DB7A86D758F                                                                                
UPT SKB BOYOLALI,P9970011,00D292B4455DBAD178BC                                                                                
SKB KAB. PASER,P9968116,9B8D4325870B328C5702                                                                                
SKB KASINTUVU,P9962784,3F0108DE1CB263C90A31                                                                                
SKB Kab. Situbondo,P9959824,04F5765B2C23F12DE14E                                                                                
SKB CERME,P9959809,E18CC87EEBD6C4BB670A                                                                                
SKB Kab. Kotawaringin Timur,P9970216,8F76969A3942D622C9FA                                                                                
SPNF SKB PELAIHARI,P9968096,832E6D55F9D25502BFA0                                                                                
SKB  KABUPATEN MERANGIN ,P9954204,CAF9E592FA40B1C1D78E                                                                                
SKB KABUPATEN ACEH TENGGARA,P9970184,E501190244C3AC58B048                                                                                
SKB Buton Utara,P9957031,014F7CC39EB62E1DC762                                                                                
SKB NUNUKAN,P9962887,4032925F400A67312D81                                                                                
SKB RANDONG,P9969987,759AD3534A500DE2C31C                                                                                
SKB KARANGANYAR,P9948398,6A3E073BE78CB0CCE98F                                                                                
SKB KOTA PAGAR ALAM,P9963067,D76FEB74018618F6C2E1                                                                                
SPNF SANGGAR KEGIATAN BELAJAR (SKB) KUANTAN SINGINGI,P9952712,B7DA1115EE5B5CA8EC64                                                                                
SANGGAR KEGIATAN BELAJAR (SKB) MAROS,P9962685,96838824F431ECC84F36                                                                                
SKB TRENGGALEK,P9962692,C2F046BBC5682980BC23                                                                                
SKB Kota Bitung,P9960003,563A9BB3DE633BDEBC71                                                                                
UPT SPNF SKB SIDOARJO,P9970534,3ECC13236B06795A0288                                                                                
