rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,cluster
26,15,0,0,0,0,0,0,0,4,10,2,1,9,1,7,1,3,4,5,0,10,1,7,4,3,2,0,4,4,2,3,7,8,5,1,2,3,14,3,94,61,33,12,12,2,2,0,0,0,0,2,2,2,2,1,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0
17,10,0,0,0,0,0,0,0,2,8,5,1,3,8,9,6,6,0,2,1,2,3,4,2,3,1,1,5,0,1,1,3,3,2,3,0,19,10,6,69,37,32,13,13,3,3,2,2,2,2,2,2,1,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
12,9,0,0,0,0,0,0,0,1,8,0,2,5,4,6,4,1,4,2,1,6,3,3,1,4,2,9,4,7,2,3,3,5,3,2,3,7,9,2,87,53,34,10,10,1,1,0,0,0,0,0,0,2,2,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
30,25,0,0,0,0,0,0,0,2,23,3,4,13,6,10,4,6,8,14,12,8,9,13,5,11,6,10,4,15,7,13,9,11,15,8,6,13,25,7,223,132,91,21,21,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,20,20,2
12,4,0,0,0,1,2,4,0,0,4,0,0,1,2,4,3,3,0,5,0,3,1,3,1,2,1,4,2,1,2,4,4,2,0,0,1,7,4,0,49,32,17,15,15,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1
9,8,7,6,4,7,0,1,0,3,5,0,2,4,1,5,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,3,2,3,1,11,2,8,8,2,38,29,9,12,12,1,1,1,1,0,0,1,1,1,1,0,1,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
22,13,0,0,0,0,0,1,0,6,8,3,2,1,3,4,2,0,0,9,5,6,8,5,3,0,0,7,4,5,5,6,2,4,7,2,3,14,14,5,91,49,42,8,8,0,0,1,1,0,0,1,1,1,1,1,1,1,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,6,6,0
10,7,0,0,0,0,0,0,0,0,5,1,1,1,0,2,0,1,0,0,0,4,1,2,1,0,0,0,1,3,2,0,0,2,3,1,0,7,5,2,26,17,9,12,12,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
7,6,0,0,0,0,0,0,0,1,6,1,1,0,0,2,2,1,2,0,0,3,1,1,1,0,0,0,1,1,1,0,0,2,0,0,0,2,7,2,18,10,8,13,13,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
27,21,0,0,0,2,0,6,0,10,15,1,4,5,2,6,1,3,2,10,1,5,3,6,2,7,7,5,3,13,6,10,7,3,8,3,7,17,25,5,125,76,49,13,13,1,1,1,1,0,0,0,1,2,1,1,1,1,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0
11,5,4,4,4,7,7,9,0,2,5,0,1,1,0,1,1,0,0,0,1,4,1,5,3,5,5,5,1,5,1,2,1,1,0,2,2,2,7,1,47,31,16,5,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
10,5,0,0,0,0,0,0,0,0,5,0,1,2,1,2,1,0,1,4,2,1,0,0,0,3,1,3,1,1,0,0,0,3,0,1,1,2,5,1,28,20,8,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1
23,6,1,0,0,0,1,2,0,3,6,1,0,0,0,3,2,1,1,2,0,1,1,2,3,2,3,2,1,2,0,2,1,1,0,2,1,7,9,1,33,20,13,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,5,5,1,1,0,0,0,0,1,1,0,0,0,0,5,5,1
12,6,0,0,1,1,0,2,0,1,6,1,1,4,1,2,2,2,3,4,1,0,4,3,1,5,2,6,2,5,2,1,2,2,1,1,2,3,7,2,58,35,23,3,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
22,21,0,0,0,0,1,2,0,8,16,6,3,28,17,17,13,10,8,17,10,23,19,20,13,17,12,11,6,11,3,3,2,8,4,6,1,13,24,9,279,171,108,15,16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,4,3,3,0,0,0,0,1,1,0,0,0,0,14,13,2
13,5,0,0,0,0,1,2,0,1,6,2,0,2,0,1,5,0,0,2,0,3,1,4,4,4,0,2,1,1,0,3,1,0,3,3,1,4,7,2,41,25,16,5,5,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,1
16,16,0,0,0,0,0,0,0,3,14,3,3,9,4,11,4,5,4,6,4,15,5,7,3,3,6,8,4,10,3,3,4,2,6,5,2,18,17,6,133,84,49,16,19,1,1,0,0,0,0,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,1,1,1,1,1,1,8,8,0
25,11,0,0,0,0,0,0,0,4,7,2,2,2,0,1,2,0,1,7,4,2,8,3,0,5,6,11,3,9,3,0,0,7,6,2,0,2,11,4,82,49,33,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,0
12,12,0,0,0,0,0,2,0,6,8,3,6,4,1,4,8,5,3,15,6,0,0,9,2,0,0,4,4,7,0,11,3,0,0,1,1,19,14,9,88,60,28,15,15,1,1,0,0,1,1,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
10,7,0,0,0,0,1,1,0,1,6,1,0,0,0,0,2,1,0,2,1,4,0,2,1,2,1,1,1,1,0,1,0,1,0,0,0,5,7,1,21,15,6,9,18,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,1,1,0,0,1,1,1,1,0,0,0,0,3,3,1
16,8,0,0,0,0,0,2,0,2,12,3,2,3,0,2,2,0,2,3,1,3,0,4,1,2,1,5,3,2,3,1,2,2,3,1,0,17,14,5,46,28,18,14,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,5,1,1,0,0,0,0,1,1,0,0,0,0,9,9,1
11,5,0,0,0,0,0,0,0,1,4,1,1,0,0,1,1,0,1,3,1,1,2,1,0,1,1,2,0,1,1,1,0,4,0,2,1,10,5,2,25,17,8,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1
11,7,0,0,0,0,0,4,0,1,6,3,2,9,9,4,3,3,3,5,2,0,3,9,1,5,4,1,1,3,3,2,3,0,0,1,0,3,7,5,74,42,32,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
17,17,0,0,0,0,0,0,0,6,14,3,1,10,4,26,7,8,2,15,2,13,3,11,3,10,2,11,2,8,7,7,1,9,2,6,4,11,20,4,180,140,40,17,17,1,1,0,0,0,0,1,1,1,1,1,1,1,1,6,6,3,3,8,8,0,0,1,1,1,1,0,0,3,3,0
12,8,0,0,0,0,1,2,0,1,5,0,2,1,3,2,0,1,0,0,1,1,1,0,2,2,2,2,1,1,1,1,0,1,1,0,1,14,6,2,25,12,13,12,12,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
11,9,0,0,0,0,0,0,0,1,7,0,1,3,2,3,1,3,0,0,2,5,2,4,6,2,5,7,1,3,3,4,5,8,1,0,0,4,8,1,70,42,28,11,11,1,1,0,0,0,0,1,1,1,1,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
12,9,1,0,0,0,0,4,0,5,5,1,1,4,3,0,2,2,1,3,3,5,2,1,2,7,2,4,7,4,2,4,5,3,1,0,3,3,10,2,70,37,33,5,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
12,9,1,0,0,0,0,2,0,2,11,1,1,0,1,1,1,3,1,2,1,2,2,3,1,0,5,4,2,3,2,1,1,4,1,4,4,9,13,2,49,27,22,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1
12,10,0,0,0,0,0,1,0,1,9,2,3,1,0,6,0,5,3,3,1,8,3,5,3,5,8,5,1,6,1,4,1,1,2,3,2,3,10,5,77,52,25,9,9,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
10,3,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,1,1,0,1,0,1,0,2,0,0,1,1,1,0,1,1,0,4,2,3,12,8,4,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,2,2,0,0,0,0,1,1,0,0,0,0,1,1,1
13,13,0,0,0,0,0,0,0,0,13,0,2,3,2,4,3,6,1,3,0,2,1,5,2,4,1,9,2,4,1,2,1,5,2,0,0,7,13,2,63,47,16,5,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1
15,15,0,0,0,0,0,0,0,1,14,7,3,0,0,3,0,0,2,4,0,3,3,5,5,1,2,3,2,1,1,9,2,0,0,0,0,13,15,10,47,30,17,13,13,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,1,1,0,0,1,1,1,1,0,0,10,10,1
17,11,0,0,0,0,0,5,0,3,13,0,2,0,0,3,3,10,6,5,3,10,4,5,0,1,2,2,1,1,2,0,0,0,3,3,1,5,16,2,65,40,25,12,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
22,15,0,0,0,0,1,2,0,3,14,1,1,0,0,8,3,4,1,7,1,8,2,15,5,18,8,1,5,2,4,6,3,2,1,0,1,3,17,2,105,71,34,15,15,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
12,6,0,0,0,0,0,2,0,1,5,2,1,3,0,2,0,1,1,1,2,3,4,2,2,1,0,3,0,2,4,4,2,2,1,1,2,3,6,3,43,25,18,9,9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,3,3,1
14,11,0,0,0,0,0,0,0,2,9,2,0,4,1,3,1,3,2,1,0,3,3,4,6,6,7,7,3,2,5,3,2,4,8,0,1,6,11,2,79,40,39,5,5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,6,6,0
23,9,0,0,0,0,0,0,0,1,7,1,2,0,0,10,4,1,2,4,3,2,1,4,3,2,3,2,4,1,1,1,2,5,3,2,1,6,8,3,61,34,27,5,5,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
8,0,0,0,0,0,0,2,0,0,4,3,1,0,0,1,0,1,0,1,0,4,2,7,2,3,1,4,1,1,0,0,0,0,0,0,0,6,4,4,28,22,6,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
13,13,0,0,0,0,0,0,0,4,10,1,2,4,0,1,1,1,0,1,0,1,0,1,1,1,0,4,0,3,0,0,0,5,1,1,0,12,14,3,26,23,3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1
8,6,0,0,0,0,0,4,0,3,5,2,3,0,0,0,0,2,3,0,0,0,1,5,7,0,1,2,1,0,0,0,0,0,1,3,3,4,8,5,29,12,17,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
9,0,4,4,0,4,3,4,1,1,3,0,1,6,2,0,0,0,0,0,2,0,0,1,2,0,0,4,3,3,3,5,0,0,0,3,2,10,4,1,36,22,14,8,8,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
10,10,0,0,1,0,1,1,0,0,10,2,1,2,0,2,0,2,3,0,0,3,2,3,2,1,4,1,1,4,3,3,1,2,2,0,0,4,10,3,41,23,18,9,9,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,1,1,1,1,0,0,12,12,1
15,15,1,1,1,1,2,4,0,4,14,2,4,7,3,10,3,4,1,5,1,4,4,4,2,1,1,8,5,2,2,2,3,1,2,1,2,13,18,6,78,49,29,5,5,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
8,8,0,0,0,0,2,4,0,3,6,2,3,0,0,0,0,0,0,3,0,4,3,2,2,1,2,4,4,4,3,4,1,5,2,0,0,13,9,5,44,27,17,6,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1
14,8,0,0,0,0,0,0,0,2,6,2,2,3,5,2,5,1,4,2,6,1,3,1,1,1,1,2,5,5,5,0,0,0,0,0,0,5,8,4,53,18,35,9,10,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
18,18,0,0,0,0,0,0,0,4,15,4,1,1,2,5,2,3,0,3,1,2,1,1,2,3,2,2,3,0,0,2,1,4,4,3,0,4,19,5,47,29,18,14,14,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,3,0,1,0,0,0,0,0,1,3,1,3,2,0,0,1,3,0,1,0,2,2,1,0,0,0,3,0,0,1,2,0,2,0,2,0,4,4,4,22,18,4,6,6,1,1,0,0,1,1,2,2,1,1,1,1,1,1,3,3,1,1,0,0,1,1,0,0,0,0,0,0,24,24,1
13,13,0,0,0,0,0,0,0,1,12,0,1,2,4,5,2,3,3,4,5,5,1,5,2,4,3,6,2,1,5,2,5,2,0,1,3,13,13,1,76,40,36,14,14,1,1,1,1,3,3,1,1,1,1,1,1,1,1,4,4,1,1,1,1,0,0,1,1,1,1,1,1,8,8,1
73,43,2,2,2,0,5,6,0,6,60,5,8,6,2,9,4,4,3,6,8,8,6,7,4,10,3,2,5,4,5,8,0,0,1,6,1,10,66,13,117,74,43,11,11,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,23,23,0
12,11,0,0,0,0,1,2,0,3,10,1,3,2,1,4,1,0,1,1,0,4,1,3,1,6,1,0,2,1,1,3,0,1,1,1,1,3,13,4,37,26,11,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,8,0,0,0,0,0,0,0,0,0,0,1,1,1
15,15,0,0,0,0,0,0,0,5,9,1,1,1,2,0,0,0,1,1,3,4,2,4,2,5,1,3,2,2,1,4,1,3,0,8,4,8,14,2,55,36,19,15,15,1,1,3,3,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
27,10,0,0,0,0,0,0,0,3,6,2,1,5,2,27,18,4,3,2,6,0,3,1,2,3,3,8,6,0,0,0,5,6,5,0,0,6,9,3,109,56,53,9,9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,6,6,1,1,0,0,0,0,1,1,0,0,0,0,8,8,0
12,9,0,0,0,0,0,2,1,1,9,1,1,5,2,8,0,3,0,2,2,8,1,2,0,3,1,7,1,2,1,2,2,1,1,1,1,15,10,2,56,44,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20,10,2,2,2,3,2,4,2,10,17,6,7,0,0,8,5,2,0,3,2,5,4,4,3,4,3,11,3,10,5,6,7,7,2,8,6,7,27,13,108,68,40,12,12,1,1,1,1,0,0,1,1,1,1,0,0,0,0,8,8,1,1,0,0,0,0,1,1,0,0,0,0,39,39,0
3,0,3,3,3,3,3,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,4,2,2,12,6,6,3,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,7,7,1
12,2,3,4,1,2,0,0,0,1,1,0,1,1,0,1,0,2,0,0,2,4,3,2,1,3,0,1,1,2,1,0,1,0,1,0,0,2,2,1,26,16,10,8,8,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
12,9,0,0,0,0,0,0,0,3,7,0,1,1,0,3,0,3,0,3,2,2,2,3,0,3,2,5,0,3,2,3,1,5,2,2,1,3,10,1,48,36,12,10,10,0,0,1,1,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
10,4,5,5,4,6,6,6,3,0,5,0,2,1,1,3,0,3,2,4,0,4,1,0,2,2,1,2,2,0,0,2,1,0,0,1,0,5,5,2,32,22,10,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
12,8,0,0,0,1,1,4,0,4,8,2,4,5,6,5,2,6,3,5,4,4,6,3,1,7,3,5,4,2,0,3,3,3,2,4,0,12,12,6,86,52,34,12,7,1,1,0,0,0,0,1,1,1,1,1,0,1,0,4,4,1,1,0,0,1,0,0,0,0,0,1,0,3,4,0
7,3,0,0,0,0,0,0,0,2,3,0,1,0,0,2,1,2,1,8,0,3,1,5,5,3,7,1,0,0,0,0,0,0,0,0,0,3,5,1,39,24,15,3,3,1,1,0,0,0,0,0,0,1,1,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1
13,12,0,0,0,0,0,0,0,5,10,2,4,0,0,4,5,4,0,1,2,6,3,5,2,3,1,1,0,3,1,2,1,6,0,1,2,2,15,6,53,36,17,8,8,1,1,0,0,0,0,1,1,2,2,1,1,1,1,3,3,0,0,0,0,0,0,2,2,0,0,0,0,11,11,1
28,22,0,0,0,0,0,2,0,4,18,1,1,12,4,9,4,8,1,3,2,5,5,5,6,17,8,8,7,3,0,12,1,2,1,4,3,8,22,2,130,88,42,22,22,0,0,0,0,0,0,1,1,2,2,0,0,0,0,4,4,1,1,6,6,0,0,0,0,0,0,0,0,2,2,0
12,12,0,0,0,0,0,0,0,2,9,1,0,2,2,3,3,3,3,1,1,2,5,4,5,3,3,5,2,2,3,9,5,5,4,2,3,5,11,1,80,41,39,6,6,1,1,0,0,0,0,0,0,1,1,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
24,3,5,5,5,5,5,1,0,0,4,1,3,2,0,3,0,2,2,3,0,2,0,0,1,3,1,1,1,2,2,6,7,2,5,2,0,10,4,4,47,28,19,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
9,4,0,0,0,0,0,0,0,2,2,0,1,3,2,4,1,0,0,0,1,2,2,2,1,0,0,1,2,0,0,2,2,0,0,2,1,2,4,1,28,16,12,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
19,4,0,0,0,0,0,0,0,1,3,0,1,8,0,1,1,0,1,2,1,1,1,1,0,3,4,1,0,2,2,4,0,5,5,0,1,6,4,1,45,29,16,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1
11,8,0,0,0,0,0,0,0,3,5,2,5,4,1,5,1,1,0,2,2,4,1,4,0,2,0,3,2,2,0,0,0,4,2,2,0,12,8,7,42,33,9,5,5,1,1,0,0,0,0,1,1,1,1,1,1,1,1,10,10,1,1,0,0,0,0,1,1,0,0,0,0,9,9,1
15,5,0,0,1,1,0,0,0,2,8,0,1,0,0,4,0,5,2,3,2,6,4,0,1,3,1,1,1,1,3,2,1,2,0,2,1,3,10,1,45,29,16,5,5,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16,11,1,0,2,0,0,4,0,4,10,0,1,7,1,13,7,8,1,6,0,4,4,6,4,10,6,5,5,10,4,4,3,3,4,5,3,5,14,1,123,81,42,7,7,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
11,9,0,0,0,0,0,3,0,1,8,0,0,5,2,0,0,0,2,9,3,2,0,3,3,10,5,1,0,1,2,1,1,2,0,0,0,8,9,0,54,36,18,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
31,24,2,1,2,1,2,2,0,2,30,0,1,5,5,10,9,3,1,8,3,6,5,10,3,9,6,4,5,6,3,9,2,1,2,6,6,7,32,1,131,79,52,24,24,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0
57,22,0,0,0,0,1,1,0,12,19,5,0,3,0,21,5,22,16,16,8,6,4,15,7,7,9,11,6,3,1,13,3,4,5,6,3,9,31,5,194,127,67,13,13,1,1,0,0,1,1,2,2,1,1,1,1,1,1,11,11,0,0,1,1,0,0,3,3,1,1,0,0,23,23,2
30,20,0,0,0,0,0,0,0,1,19,0,1,22,23,16,6,15,7,10,5,11,15,6,7,13,12,7,5,4,4,9,9,6,5,2,3,13,20,1,222,121,101,9,9,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
24,13,0,0,0,0,0,0,1,3,9,0,1,2,2,1,4,2,1,4,0,6,1,3,3,10,4,4,0,6,0,8,3,4,3,6,6,7,12,1,89,58,31,8,8,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
12,5,0,0,0,0,1,2,0,2,6,0,1,5,2,6,1,2,0,3,1,2,2,4,0,4,0,3,4,7,2,1,2,5,1,1,3,4,8,1,61,43,18,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1
19,12,0,0,0,0,0,4,0,2,14,4,1,4,0,5,0,9,4,4,4,4,11,8,5,5,2,3,3,0,0,1,4,2,3,1,0,6,16,5,82,46,36,10,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0
13,7,1,0,0,0,0,0,0,2,7,5,1,0,3,1,0,2,1,2,0,2,2,4,5,2,6,4,5,6,1,2,0,1,2,1,4,11,9,6,56,27,29,13,13,1,1,2,1,0,0,1,1,1,1,0,0,1,1,2,4,0,0,0,0,0,0,1,1,1,1,0,0,3,3,1
13,13,1,0,1,0,1,0,0,4,13,1,0,1,0,2,3,3,0,2,2,6,4,3,5,0,0,4,6,3,3,2,1,5,3,6,4,2,17,1,68,37,31,39,39,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
37,25,0,0,0,0,2,2,0,17,9,4,4,5,2,12,3,6,4,9,4,8,1,2,2,7,5,16,9,3,4,2,4,0,0,1,1,17,26,8,115,74,41,6,6,0,0,0,0,0,0,1,1,2,2,0,0,0,0,7,7,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0
6,6,0,0,0,0,0,0,0,1,5,1,0,0,1,0,0,0,2,2,0,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,6,1,14,9,5,7,7,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1
15,13,1,1,0,0,0,4,0,5,12,2,4,6,2,5,4,3,3,5,1,0,4,5,4,4,4,3,2,2,0,2,1,3,2,1,3,15,17,6,69,39,30,13,13,1,1,0,0,1,1,1,1,1,1,1,1,1,1,8,8,1,1,0,0,0,0,1,1,0,0,0,0,9,9,1
12,4,1,1,1,1,1,2,0,3,5,1,0,2,1,1,2,2,2,3,3,2,4,10,5,1,1,4,4,3,3,2,0,2,0,3,0,5,8,1,60,35,25,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1
12,3,0,1,1,0,0,3,1,1,9,0,8,2,0,2,0,3,0,5,1,2,2,6,4,2,0,4,0,3,2,1,0,2,0,2,0,7,10,8,43,34,9,12,12,2,2,1,1,0,0,1,1,1,1,0,0,0,0,15,15,1,1,0,0,0,0,3,3,0,0,0,0,6,6,1
13,12,0,0,0,0,0,0,0,3,9,6,7,14,8,12,5,3,3,1,2,3,3,3,6,7,2,2,4,2,2,2,1,3,1,3,1,11,12,13,93,55,38,12,12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,3,3,0
27,9,0,0,0,0,0,0,0,4,5,2,1,2,5,8,2,4,5,1,1,0,4,4,5,3,0,2,2,4,1,0,1,4,2,8,2,4,9,3,70,40,30,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
13,1,1,1,0,1,0,2,0,3,1,0,1,2,1,2,1,3,3,4,1,0,2,0,0,0,0,4,1,0,0,5,3,7,4,1,3,3,4,1,49,30,19,5,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1
